Company Name,Job Title,About Company,Location,Skills Required,Logo,Tags
Go Digital Technology Consulting,ASP.NET/C# Development,"Go Digital Technology Consulting is a respected professional service firm offering business intelligence and big data analytics consulting solutions. Our goal, first and foremost, is to help our clients be successful by taking the vast amounts of data they collect and transforming that data into information and insight. We're especially proud of our people, who are leading experts and published authors in the data analytics field. Our leading consultants have, on average, been in the business intelligence (BI) industry for more than 10 years. 

Our principles have helped spearhead the movement from traditional data gathering and dissemination to big data. We believe that more than most, we can help you consolidate and organize the massive amounts of structured and unstructured data at your disposal into a meaningful understanding of where your enterprise is, what it needs to prosper, and how it can get there.",Mumbai,.NET  ASP.NET  C#  C#.NET ,https://internshala.com/cached_uploads/logo%2F5f1690cf62e681595314383.png,asp.net c# development .net asp.net c# c#.net
Starial Private Limited,Website Management,"Starial is an online stationery store and gives services like 'hyper-local delivery service' which is helping customers to get all types of stationery material like books, notebooks, and stationery items in just 2 hours.",Jabalpur,Adobe Photoshop  Amazon Web Server (AWS)  Canva  Effective Communication  Figma  Instagram Marketing  Reaction Commerce  Social Media Marketing ,https://internshala.com/cached_uploads/logo%2F62e8f19782d6f1659433367.jpg,website management adobe photoshop amazon web server (aws) canva effective communication figma instagram marketing reaction commerce social media marketing
Pivot Designs,WordPress Development,"At Pivot Designs, we provide website design services for businesses of all sizes. Our team of experienced developers and designers have the skills to create beautiful, custom-tailored websites that can help you stand out from the competition. We also offer hosting and maintenance services to ensure your website remains fast, secure, and accessible. Our team understands that website design is an ever-changing industry, and we strive to stay ahead of the curve with the latest trends and techniques.

We understand that no two websites are alike, and our team will work closely with you to create a custom solution that meets your specific needs. Our goal is to create a website that is intuitive, attractive, and easy to use. We believe in creating solutions that are tailored to our client's unique needs and goals.",Work From Home,WordPress ,https://internshala.com/cached_uploads/logo%2F63f84cbcdabf61677216956.png,wordpress development wordpress
Stylework,Backend Development,"Stylework is on a mission to transform the way people work - be it professional, freelancing, or entrepreneurial. With this goal in mind, we figured that the first place to start with is the workspace industry and this is the focus of our main product. We are creating a platform that helps people find a workspace that offers great diversity and ambiance to work within their budget. We are on a journey from zero to one.",Gurgaon,Angular 7.0  Java  Node.js ,https://internshala.com/cached_uploads/logo%2F5e2fde735109d1580195443.jpg,backend development angular 7.0 java node.js
Astar Infotech Private Limited,Discord Bot Development (Quest),We are a passionate team working on various projects trying to make the world a better place. We have a lot of different projects going on and a lot is planned for the next year. Be a part of Astar's developer team and grow up to your potential.,Work From Home,Java  Python  REST API ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,discord bot development (quest) java python rest api
Velozity Global Solutions,Academic Content Writing,"Velozity Global Solutions is not only a globally recognized IT company, it's a family that represents togetherness for over two years of a successful journey. For Velozity, the definition of success is to transcend innovative ideas of people to reality with the help of our tech expertise - this is what we as a team want to be remembered for. Our vision has led Velozity to become an emerging IT company in India & the USA for delivering various industry-led mobility solutions. The goal is to empower clients and businesses by creating new possibilities leveraging the technologies of today and tomorrow with the utmost quality, satisfaction, and transparency. 

Our enthusiasm has led us to become a top IT company in India & the USA for delivering various industry-led mobility solutions in web and mobile application development domains, leveraging futuristic technologies like the internet of things (IoT), AI-ML, AR-VR, voice assistants, and voice skills, DevOps & cloud computing, etc.",Chennai, ,https://internshala.com/cached_uploads/logo%2F61f64d433cd901643531587.png,academic content writing
Jarvics Technologies,Flutter Development,"Jarvics Technologies deploy the best industrial processes and technology frameworks to help metamorphose our client's vision into actionable software solutions. We are committed to conferring our clients with long-term company gains and benefits. Having expertise in every sector of the IT industry, we are staunch towards achieving excellence and leaving a positive impact on our clients. We provide a wide range of offshore web development and mobile app development services to help you exploit the power of technology, consulting, and exploiting your online business investment.",Chandigarh,Dart  Flutter ,https://internshala.com/cached_uploads/logo%2F5e2fdf2fe2a1e1580195631.png,flutter development dart flutter
Internshala,Software Development Engineering,"Internshala is a dot com business with the heart of dot org.

We are a technology company on a mission to equip students with relevant skills & practical exposure through internships and online training. Imagine a world full of freedom and possibilities. A world where you can discover your passion and turn it into your career. A world where your practical skills matter more than your university degree. A world where you do not have to wait till 21 to taste your first work experience (and get a rude shock that it is nothing like you had to imagine it to be). A world where you graduate fully assured, fully confident, and fully prepared to stake a claim on your place in the world.

At Internshala, we are making this dream a reality. Join us!",Gurgaon,CSS  HTML  JavaScript  jQuery  MySQL  PHP ,https://internshala.com/cached_uploads/logo%2F5e311f012fcb31580277505.jpg,software development engineering css html javascript jquery mysql php
Jarvics Technologies,Web Development,"Jarvics Technologies deploy the best industrial processes and technology frameworks to help metamorphose our client's vision into actionable software solutions. We are committed to conferring our clients with long-term company gains and benefits. Having expertise in every sector of the IT industry, we are staunch towards achieving excellence and leaving a positive impact on our clients. We provide a wide range of offshore web development and mobile app development services to help you exploit the power of technology, consulting, and exploiting your online business investment.",Chandigarh,Bootstrap  CSS  HTML  JavaScript ,https://internshala.com/cached_uploads/logo%2F5e2fdf2fe2a1e1580195631.png,web development bootstrap css html javascript
Solocl,Full Stack Development,"Our objective is to create a new way to help people shop cheaper, better, and smarter.",Work From Home,CSS  HTML  JavaScript  Node.js  REST API ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,full stack development css html javascript node.js rest api
Piety Innovation Labs Private Limited,Flutter Development,We are a product-based tech startup headquartered in Delhi. The presence of our products has crossed 9 cities of the nation within a short span of time. We work on cutting-edge technologies like AI and machine learning and try to embed them in our mobile apps. Our first product is the Piety laundry app.,Work From Home,Firebase  Firebase Cloud Messaging  Flutter ,https://internshala.com/cached_uploads/logo%2F5e6dcdbace0ae1584254394.jpg,flutter development firebase firebase cloud messaging flutter
MQube,Website Development & Management,"mQube is a new age media venture, specializing in music as a service, while also providing opportunities to artists and building their music careers. We take all kinds of media projects for clients including short films and feature films/movies.

Some of the artists who have worked with us include RAME, Prajakta Shukre, Nakash Aziz, Antara Mitra, Amit Sawant, Parth Oza, Himali Vyas Naik, Tejas Vora to name a few.",Ahmedabad,CSS  HTML  JavaScript  jQuery ,https://internshala.com/cached_uploads/logo%2F5e2fdec3075a51580195523.png,website development & management css html javascript jquery
Fraction Digital,WordPress Development,"We are a digital performance marketing agency in Lower Parel, Mumbai, that assists brands to scale fast and effectively. We provide multiple ranges of services to clients across various industries, offering and striving with proven methods and calculations for your growth and achievements. We are looking for someone with the drive and passion to cultivate excellent graphic designers.",Mumbai,CSS  HTML  PHP  Search Engine Optimization (SEO) ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,wordpress development css html php search engine optimization (seo)
DesignIdeology,Civil Engineering,"We, at DesignIdeology, are into turnkey projects. We handle complete design to execution of the project like restaurants, office space, and residential and commercial spaces.",Bangalore,AutoCAD ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,civil engineering autocad
Jarvics Technologies,Android App Development,"Jarvics Technologies deploy the best industrial processes and technology frameworks to help metamorphose our client's vision into actionable software solutions. We are committed to conferring our clients with long-term company gains and benefits. Having expertise in every sector of the IT industry, we are staunch towards achieving excellence and leaving a positive impact on our clients. We provide a wide range of offshore web development and mobile app development services to help you exploit the power of technology, consulting, and exploiting your online business investment.",Chandigarh,Android  Java  Kotlin ,https://internshala.com/cached_uploads/logo%2F5e2fdf2fe2a1e1580195631.png,android app development android java kotlin
Druidot Consulting Private Limited,Python ChatGPT Development,"We are into AI/ML, data science, Azure, AWS, and business intelligence/data warehousing and data analytics.",Work From Home,Django  Flask  Natural Language Processing (NLP)  Python ,https://internshala.com/cached_uploads/logo%2F6061afd753ec41617014743.jpg,python chatgpt development django flask natural language processing (nlp) python
Tetaverse Private Limited,Website Development,"A traverse is a group of products that helps to bring virtual reality to life, The metaverse will be a social environment. In the metaverse, 3D places will allow you to socialize, study, cooperate, and play in ways that we can't even envision.",Vijayawada,CSS  Flutter  HTML  JavaScript  Node.js  PHP ,https://internshala.com/cached_uploads/logo%2F6384bf16ebbb21669644054.jpg,website development css flutter html javascript node.js php
StreamSpace Artificial Intelligence LLP,Mobile App Development,"StreamSpace Artificial Intelligence is a US-based company founded in 2021 with a team of dynamic individuals who are passionate about everything they do and have fun along the way. StreamSpace AI is a cloud platform that enables developers to automate the conversational AI lifecycle. StreamSpace AI allows you to develop robust domain-based models on your own or utilize our current vertical models.

StreamSpace's team of data scientists, engineers and designers is dedicated to building the next generation of conversational AI. The company was founded with the goal of streaming entertainment to everyone, everywhere. To achieve this, StreamSpace is constantly looking for individuals who will add value to our company.",Ahmedabad,Android  iOS  Java  Kotlin  Swift ,https://internshala.com/cached_uploads/logo%2F6325ad12877cf1663413522.png,mobile app development android ios java kotlin swift
SMG Infosolutions Private Limited,Web Development,"We are a software development company in India and offer facility management software solutions like visitor management software, contract labor management software, canteen management software, asset tracking software, and returnable and nonreturnable material workflow. We have a dedicated software development center with a team and infrastructure that can undertake projects for global requirements and provide solutions that are world-class. Our solutions are affordable and on time. We possess extensive experience in all the facets of software design and development, from legacy systems to web & mobile technologies.",Ahmedabad,AngularJS  ASP.NET  SQL ,https://internshala.com/cached_uploads/logo%2F5e2fdcb4214811580194996.jpg,web development angularjs asp.net sql
Synergetics Information Technology Services Private Limited,Cloud Sales,"Synergetics is an innovative training company that focuses on teaching software technology by innovating curriculum and delivery methodology to meet the diverse needs of our clients. Our instructors are some of the brightest and most knowledgeable in the industry, are qualified as Microsoft certified trainers (MCTs) in over 15 countries, and have been awarded Microsoft's most valuable professionals (MVPs). We're committed to delivering our clients an enhanced ROI on their learning investments and helping their customers meet their project goals and serving as a catalyst for real change.",Mumbai, ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,cloud sales
Insurance Samadhan,Product Management,"Insurance Samadhan is India's most trusted and biggest tech platform for resolving insurance complaints like misselling, fraud and claim rejection, etc.",Noida,English Proficiency (Spoken)  MS-Excel  MS-Office  MS-Word  Product Lifecycle Management(PLM)  Product Management ,https://internshala.com/cached_uploads/logo%2F6389d0aaa23881669976234.png,product management english proficiency (spoken) ms-excel ms-office ms-word product lifecycle management(plm) product management
Deccan Hydraulics Private Limited,Automotive Design,"Deccan Hydraulics Private Limited and Deccan Group of Industries are foraying into the manufacture of innovative special-purpose all-terrain vehicles/multipurpose all-terrain vehicles, subsystems, and associated mobile equipment that provide excellent driving dynamics, enhanced comfort, and multi-application usage both on-road and off-road.",Bangalore, ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,automotive design
Dave's Brother Technology,Node.js Development,"Dave's Brother Technology combines unique creativity, advanced technology, a collaborative approach, and ingenious business strategies to deliver breakthrough products and services. We take the credit for identifying your challenges, designing maneuverings to address them, and keeping your business's needs our priority for minimal disruption.

We are a leading software development company that offers top-rated software development services due to our vast experience, a team of skilled professionals, key business insights, and a dedicated working process. Our aim is to provide affordable software service.",Work From Home,Express.js  HTML  JavaScript  MongoDB  MySQL  Node.js  ReactJS  REST API ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,node.js development express.js html javascript mongodb mysql node.js reactjs rest api
Faclon,Platform Operations (I/O Sense And Foundry),"Faclon Labs is a Mumbai-headquartered deep tech IoT company founded by IIT-Bombay alumni. Over the years, we evolved as a one-stop & highly relevant IoT & AI company to drive digital transformation and industry 4.0 among enterprises. Having a focus on deep technologies & continuous innovations, Faclon has become one of the leading companies in the IoT space with an aggressive portfolio of customers in India and overseas.",Mumbai,Google Workspace  Internet of Things (IoT)  MS-Office ,https://internshala.com/cached_uploads/logo%2F611b7c1599c3c1629191189.png,platform operations (i o sense and foundry) google workspace internet of things (iot) ms-office
PLxN World Private Limited,Full Stack Flutter Development,"We at PLxN World Private Limited are designing the future of social planning, bringing people and social businesses together in a way that's never been done before! The world of social planning is fragmented, and we are bringing together all the pieces and offering them on one unique platform, integrating the entire social planning lifecycle into a seamless experience for users. We are looking for a talented developer to join our team, and become a core part of the journey of our company. The role has incredible scope for growth and hence, we are looking for someone with high levels of adaptability and interpersonal skills to join us!",Work From Home,Dart  Firebase  Flutter  Git  Redux  REST API ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,full stack flutter development dart firebase flutter git redux rest api
Fettle And Sports Consultants Private Limited,PHP Back End Development,"FASC, Fettle and Sports Consultants Private Limited, was founded in 2018 under the mentorship of Ayush Maheshwari.
FASC has come up with an online platform to guide and consult athletes. We firmly believe in motivating individuals to follow their dreams and encouraging living a healthy and fit lifestyle.",Ahmedabad,MySQL  PHP ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,php back end development mysql php
Servon Solution LLP,Native Android App Development Cum Tech Lead,"Servon Solution LLP is one of the growing organizations in the sphere of the ed-tech industry, providing services in the field of e-learning, educational & competitive content development. Servon Solution LLP aims to provide the most effective and efficient solution to our clients according to their demands and needs.",Work From Home,Android  Java  REST API  XML ,https://internshala.com/cached_uploads/logo%2F62a751766d1eb1655132534.png,native android app development cum tech lead android java rest api xml
Exposit,Game Development,"We, at Exposit Immersive Solution Private Limited, are a group of young entrepreneurs supported by the Government of Gujarat and serving industries with stunning augmented and virtual reality innovative solutions to help enterprises in their employees' training and productivity, marketing, educational experiences, awareness immersive campaign, and attentive customer outreach. 

Exposit is an award-winning gold medal startup honored by the honorable Home Minister of India, Shri Amit Shah. We have served more than 50 industrial clients including the Adani Group, the Government of Gujarat, Pal-V (the Netherlands-based flying car company), and many more. We are on a mission to develop core technology solutions from India and looking for vision-driven members to join us!",Ahmedabad,Unity 3D  Unreal Engine ,https://internshala.com/cached_uploads/logo%2F5e2fdebe739a61580195518.png,game development unity 3d unreal engine
Neemtree Internet Private Limited,Product Management,"Neemtree Internet Private Limited is a specialized talent solution firm with a focus on the internet, mobile, cloud, and software products sectors. We bring strong domain expertise in the sectors of consumer internet, consumer mobile, e-commerce, m-commerce, cloud computing, SaaS, B2B internet-based services, etc. Because of our focus and domain knowledge, we can provide superior service. Our current clients include established companies, early-stage, and late-stage startups backed by marquee venture capital firms.",Work From Home,English Proficiency (Spoken)  Wireframing ,https://internshala.com/cached_uploads/logo%2F6282388b2f4b21652701323.jpg,product management english proficiency (spoken) wireframing
The Product Company,Backend Development,"We are a service-based startup working on multiple projects ranging from mobile/web applications, simple websites, product analytics to social media marketing with clients across the globe.",Work From Home,Java  MySQL  Spring MVC ,https://internshala.com/cached_uploads/logo%2F5ef93bc2802001593392066.png,backend development java mysql spring mvc
Paytm Mloyal,Android App Development,A comprehensive omnichannel loyalty sales and marketing platform to unlock growth and build closer relationships with your customers to drive higher repeat sales.,Noida,Android  Kotlin ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,android app development android kotlin
Celebrare,Android App Development,"Celebrare is a startup by alumni of IIT Hyderabad working in the digital India sector to transform the wedding invitations market. We have 3,00,000+ app downloads on the play store. We put people first, and value craft and simplicity in our work. Our goal is to become the best solution for wedding invitations.",Work From Home,Android  Firebase  Java ,https://internshala.com/cached_uploads/logo%2F5f4796a3c9f051598527139.jpg,android app development android firebase java
AGOS Aviation,CAD Design,"AGOS Aviation is an aviation service provider for over three decades. Our service portfolio includes an array of services like loadmaster support, trip support, management, and running backend support services which include GCLC, global catering & customs management. Our client partners include reputed airlines such as Atlas Air, Emirates SkyCargo, AirBridgeCargo, Air India, and many others.",Mumbai,Catia ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,cad design catia
Data Resolve Technologies,Technical Support,"Data Resolve Technologies is a fast-growing young IT product company in the area of cybersecurity and cyber intelligence and helps businesses secure their data from theft and loss along with business risk mitigation through the security analytics module of their award-winning product 'inDefend Busines'. Data Resolve has thousands of footprints in their customers' network spread out in dozens of countries and is highly recommended for any medium-sized company's top management who wants to assess the risk of their business through cyber intelligence and achieve a global standard of data security. The game changers, a national bestseller published by Random House Publishing has covered the story of Data Resolve under the top 20 extraordinary success stories from the Indian Institute of Technology, Kharagpur.",Noida,Computer Networking  Effective Communication  Linux ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,technical support computer networking effective communication linux
Kylo Apps,React Native Development,We are a team of talented and passionate developers working to build robust web and mobile app solutions for our clients all across the globe. We have a huge happy clientele who can vouch for the quality of work we deliver. We enable people and businesses throughout the world to realize their full potential. We're fulfilling this vision by creating new solutions for consumers and by driving innovation in the IT services industry.,Work From Home, ,https://internshala.com/cached_uploads/logo%2F633abbb15fcf61664793521.jpg,react native development
Renambl Technologies,Backend Support - Non IT,"Our vision is to migrate the unorganized small and medium Indian businesses to online platforms. We provide access to marketing, engagement tools to reach out to their customers.",Chennai,English Proficiency (Written)  MS-Office  Tamil Proficiency (Written) ,https://internshala.com/cached_uploads/logo%2F60e5f4eac2b5e1625683178.png,backend support - non it english proficiency (written) ms-office tamil proficiency (written)
Tetaverse Private Limited,JavaScript Development,"A traverse is a group of products that helps to bring virtual reality to life, The metaverse will be a social environment. In the metaverse, 3D places will allow you to socialize, study, cooperate, and play in ways that we can't even envision.",Vijayawada,JavaScript ,https://internshala.com/cached_uploads/logo%2F6384bf16ebbb21669644054.jpg,javascript development javascript
TechTexas Technical Services,Backend Development,"We are an execution partner in the area of management of sales & operations, technology (IT), and training. Backed by a pool of senior industry practitioners/knowledge partners with proven global expertise, our range of services includes selling financial planning services, online/classroom training/workshop service, and technology solutions.",Work From Home,Linux  PHP  PostgreSQL  Python ,https://internshala.com/cached_uploads/logo%2F5e2fdc897de631580194953.png,backend development linux php postgresql python
Udaghosh Social Welfare Society,Full Stack Development,"We are a non-profit organization, Udaghosh Social Welfare Society registered in 2014 is based in Bhopal (M.P.) India. We hope for a discrimination-free future and act towards making that a reality where people don't have to fight for their basic necessities, rights, and security. We focus on enabling equal access to quality education, healthcare, shelter, clothes, food, and water for all. Udaghosh Social Welfare Society works with the most vulnerable and marginalized members of our society to ensure they get the opportunities they deserve to improve their lives as well as their future generation. We also focus on girls and women to ensure they live in a violence-free environment with the freedom to expand their minds. Till now we are totally working offline slowly we are shifting online so we need help with more help so if have any skills which will become to help people so join us and we will change the world.",Work From Home,AngularJS  CSS  HTML  JavaScript  MongoDB  MySQL  Node.js  PHP  Python  ReactJS ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,full stack development angularjs css html javascript mongodb mysql node.js php python reactjs
WEBFLEX CONSULTANCY SERVICE PRIVATE LIMITED,CAD Training,"Webflex Consultancy Service Private Limited was born from the coming together of two successful firms- Weblink Technologies and  Webtech Computer Education from Jalpaiguri in West Bengal; a combined legacy of over 8 years in the industry, and a customer base of more than 2,000+ consumers and 100+ major clientele.",Kolkata, ,https://internshala.com/cached_uploads/logo%2F63eb250c9dba41676354828.png,cad training
L3a2kart Private Limited,Flutter Development,We are an online e-commerce platform for users to lease their identified assets through a P2P model. Leazkart will be an ideal marketplace for leasing anything with an easy-to-use mobile application. Leazkart is in the process of building its core team in the form of an in-house tech team. Selected candidates who wish to continue with the core team will also be compensated with equity.,Work From Home,Dart  Firebase  Flutter  REST API ,https://internshala.com/cached_uploads/logo%2F62d26ca3d34bd1657957539.png,flutter development dart firebase flutter rest api
Simmi Foundation Organization,Android App Development,"Simmi Foundation is a not-for-profit, non-governmental organization that aims to work for the upliftment and betterment of society. We work on creating awareness about environmental and social issues through educational seminars and interactive classroom sessions. Our focus is on creating awareness among the youth and the younger generation. We also focus on social issues, working towards educating the younger generation about burning social problems, and talking about topics generally considered taboo in our society, for instance, menstruation, malnutrition, and safety measures for women during pregnancy.",Work From Home,Android  Firebase  Java  Kotlin  REST API  Windows Mobile Application Development  XML ,https://internshala.com/cached_uploads/logo%2F5fde2acec75561608395470.png,android app development android firebase java kotlin rest api windows mobile application development xml
Simmi Foundation Organization,Python Backend Development,"Simmi Foundation is a not-for-profit, non-governmental organization that aims to work for the upliftment and betterment of society. We work on creating awareness about environmental and social issues through educational seminars and interactive classroom sessions. Our focus is on creating awareness among the youth and the younger generation. We also focus on social issues, working towards educating the younger generation about burning social problems, and talking about topics generally considered taboo in our society, for instance, menstruation, malnutrition, and safety measures for women during pregnancy.",Work From Home,CSS  Django  GitHub  HTML  Python  REST API ,https://internshala.com/cached_uploads/logo%2F5fde2acec75561608395470.png,python backend development css django github html python rest api
Simmi Foundation Organization,Content Development (Website),"Simmi Foundation is a not-for-profit, non-governmental organization that aims to work for the upliftment and betterment of society. We work on creating awareness about environmental and social issues through educational seminars and interactive classroom sessions. Our focus is on creating awareness among the youth and the younger generation. We also focus on social issues, working towards educating the younger generation about burning social problems, and talking about topics generally considered taboo in our society, for instance, menstruation, malnutrition, and safety measures for women during pregnancy.",Work From Home,Creative Writing  Digital Marketing  English Proficiency (Spoken)  English Proficiency (Written)  Search Engine Optimization (SEO) ,https://internshala.com/cached_uploads/logo%2F5fde2acec75561608395470.png,content development (website) creative writing digital marketing english proficiency (spoken) english proficiency (written) search engine optimization (seo)
OML Entertainment Private Limited,Operations,"OML is a new media and entertainment company that partners with creators to build content, IPs & live experiences that impact culture and help brands come closer to consumers. Headquartered in Mumbai with teams in Russia, Poland & Thailand, OML was founded in 2001 to book and manage artists across all genres of entertainment. Today our operations span a prolific and award-winning content studio that packages and produces shows for OTT platforms, live events production, and a global brand solutions business. 

From the beginnings of OML as an artist management agency to the advent of modern-day content marketing, we have helped our clients thrive in the face of disruption while setting trends in talent representation, marketing, and sponsorship; inspiring industry change in events and licensing; and helping reshape the digital landscape. OML is uniquely positioned to create opportunities for our clients and partners around the globe.",Bangalore,Database Testing  Data Structures  Product Management ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,operations database testing data structures product management
Leap Robots,Robotics Training,"Leap Robots is born to set robotics trends in education and agriculture. We are building products that help students to build applications in the field of robotics. We are dealing with two major products at present, Booyaka 1.0 - STEM-based educational DIY kit for school students and Booyaka 2.0 - IoT based DIY kit for engineers. We also have international affiliations, with Leap Robots representing IYRC, Malaysia, as chair member from India.",Hyderabad,Arduino  C Programming  Embedded Systems  Python  Robotics ,https://internshala.com/cached_uploads/logo%2F5e2fdcc9a471b1580195017.jpg,robotics training arduino c programming embedded systems python robotics
Leap Robots,Artificial Intelligence (AI),"Leap Robots is born to set robotics trends in education and agriculture. We are building products that help students to build applications in the field of robotics. We are dealing with two major products at present, Booyaka 1.0 - STEM-based educational DIY kit for school students and Booyaka 2.0 - IoT based DIY kit for engineers. We also have international affiliations, with Leap Robots representing IYRC, Malaysia, as chair member from India.",Hyderabad,Artificial Intelligence  Machine Learning  Python ,https://internshala.com/cached_uploads/logo%2F5e2fdcc9a471b1580195017.jpg,artificial intelligence (ai) artificial intelligence machine learning python
Knotters Community,Full Stack Development,"India's first open source collaborative community platform - When you create a project with Knotters, it gives your idea a certain amount of exposure, a head start, a profile, a face, a room on the internet, a family to your project to-be, and much more. We call that family Knotters Community.",Work From Home,CSS  Django  Python ,https://internshala.com/cached_uploads/logo%2F63c4f03f6041e1673850943.png,full stack development css django python
Madhu Finance Advisory,Website Development,"We provide CFO services including help with fundraising and due diligence support, strategic planning, budgeting, and FP&A. We also help incubate startups and are part of the advisory board to ensure costly mistakes are avoided and the right decisions are taken and executed flawlessly.",Chennai,CSS  WordPress ,https://internshala.com/cached_uploads/logo%2F6364f6b43b84c1667561140.jpg,website development css wordpress
Super Assistant,Web Development,"Super Assistant is a cutting-edge technology company that makes software solutions for small and medium-sized e-commerce businesses all around the world. Super Assistant currently helps Shopify stores all around the world with plug-and-play solutions that help them run their e-commerce stores. We do this by making Shopify apps ranging from quantity discounting, up-sell & cross-sell apps, push notifications app, email marketing app, review app, and wishlist app. Our apps help e-commerce store owners give the same level of customer experience to their customers as Amazon.",Work From Home,Bootstrap  CSS  Express.js  HTML  JavaScript  jQuery  MongoDB  Node.js  ReactJS ,https://internshala.com/cached_uploads/logo%2F60c475328d4661623487794.png,web development bootstrap css express.js html javascript jquery mongodb node.js reactjs
BEACON,CAE Analysis,"Best Engineering Aids & Consultancies Pvt Ltd (BEACON) is India's largest reseller & 3D CAD solution provider for Solidworks electromechanical 3D design, simulation, and product data management software. We are counted amongst the best providers of Solidworks design and manufacturing automation solutions in India. Since its inception in 2001, BEACON has grown both in its operational base as well as customers across the small, medium, and large sectors.",Chennai,ANSYS  Python ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,cae analysis ansys python
Sinox Technology,Mobile App Development,"Sinox Technology is a software development company that provides development, design, and IT services all over the globe. The company has a group of highly experienced IT professionals, certified developers, and designers. Our main objective is to provide quality services to our clients that will help them to expand their businesses exponentially. We analyze customer requirements and put 100% effort to provide them with an effective solution. Our team is always ready to help our customers solve their issues.",Bangalore,Android  Firebase  Flutter  iOS  Java  Node.js  ReactJS  React Native  REST API ,https://internshala.com/cached_uploads/logo%2F61bc6ee81796d1639739112.png,mobile app development android firebase flutter ios java node.js reactjs react native rest api
FYIPEN Private Limitted,Full Stack Development,"FYIPEN is a major IT solutions provider for startups and MNCs. We solve critical industry problems with technology. Our solutions include embedded systems, IoT, web/app design, system software, etc. We are constantly working with new and exciting technologies for our clients located across the globe.",Work From Home,Express.js  Next.js  Node.js  ReactJS ,https://internshala.com/cached_uploads/logo%2F626fed77e4e5e1651502455.png,full stack development express.js next.js node.js reactjs
The TechJR,Android App Development & Web Development,"Providing web and mobile app development services and also providing tech and career courses! Here, we're also providing an environmentally friendly product, which is a seed pen!",Work From Home,Android  Firebase  Java  REST API  XML ,https://internshala.com/cached_uploads/logo%2F63d94896cbffb1675184278.jpg,android app development & web development android firebase java rest api xml
Coherent Lab LLP,Android App Development,"Coherent Lab is an enterprising mobile app development company headquartered in the pink city of India, Jaipur. With industry experience of more than a decade, Coherent Lab caters to the development needs of small and medium-scale businesses, start-ups, and industry behemoths. The company's service umbrella includes custom web/mobile development, iOS app development, Android application development, MVC web development, custom software development, project management, and software/application testing. 

Having hands-on experience working in the industry for several domains like healthcare, fitness, sports, finance, real estate, HR, travel, e-commerce, and more refer Coherent Lab as a well-informed professional web design and development company won't be inappropriate. The company aims at producing world-class web and mobile digital solutions that help businesses excel on a global stage.",Jaipur,Java ,https://internshala.com/cached_uploads/logo%2F63f59bfd0feef1677040637.png,android app development java
Loadzpro,Python/Django API Development,"Loadzpro is an AI-powered digital freight company that leverages our network of 10,000+ trucks & truck drivers to move loads for shippers. Loadzpro is an American company headquartered in Atlanta, Georgia that is fully DOT licensed/bonded and specializes in transportation management, freight broker, and truck carrier-related services. 

Loadzpro leverages technology & Insuretech to provide full truckload, less than truckload, refrigerated transportation, manufactured goods transportation, farm products transportation, steel transportation, timber transportation, heavy construction equipment transportation, auto transport for car dealerships, auctions, private individuals, port and container drayage transportation, air and ocean services to a broad range of customers throughout North America by utilizing our technology and ever-expanding network of agents and carrier partners. The Loadzpro app is currently available on IOS & Google play store & our team is growing rapidly",Work From Home,Algorithms  CI/CD  Django  Docker  PostgreSQL  Python  REST API ,https://images1-fabric.practo.com/dermafollix-hair-transplant-and-skin-clinic-surat-1449058531-565ee0e388f5a.png,python django api development algorithms ci cd django docker postgresql python rest api
